page,n_orden,provincia,departamento,localidad,footnote,total,varones,mujeres
v4_p15,302,Santa Fe,General López,San Francisco de Sta. Fe,,1414,764,650
v4_p16,263,Santa Fe,San Jerónimo,San Genaro,,1571,812,759
v4_p16,280,Santa Fe,San Jerónimo,San Genaro Norte,,1507,766,741
v4_p16,106,Santa Fe,General López,San Gregorio,,4003,2042,1961
v4_p16,206,Santa Fe,San Cristóbal,San Guillermo,,1856,907,949
v4_p16,713,Córdoba,Calamuchita,San Ignacio,,238,132,106
v4_p16,107,Santa Fe,San Javier,San Javier,,3970,1903,2067
v4_p16,478,Córdoba,San Javier,San Javier,,759,372,387
v4_p16,362,Santa Fe,Las Colonias,San Jerónimo del Sauce,,1185,613,572
v4_p16,102,Santa Fe,Las Colonias,San Jerónimo Norte,,4085,1967,2118
v4_p16,271,Santa Fe,San Lorenzo,San Jerónimo Sud,,1548,784,764
v4_p16,695,Córdoba,Pte. Roque Sáenz Peña,San Joaquín,,276,166,110
v4_p16,31,Santa Fe,San Martín,San Jorge,,10043,5114,4929
v4_p16,341,Córdoba,San Javier,San José,,1257,634,623
v4_p16,519,Córdoba,Tulumba,San José,,673,335,338
v4_p16,414,Córdoba,Tulumba,San José de la Dormida,,972,478,494
v4_p16,88,Santa Fe,Caseros,San José de la Esquina,,4684,2386,2298
v4_p16,322,Santa Fe,La Capital,San José del Rincón,,1307,618,689
v4_p16,304,Santa Fe,San Jerónimo,San Julián,,1405,704,701
v4_p16,39,Santa Fe,San Justo,San Justo,,9457,4582,4875
v4_p16,10,Santa Fe,San Lorenzo,San Lorenzo,,21908,11069,10839
v4_p16,216,Córdoba,Unión,San Marcos,,1801,854,947
v4_p16,411,Córdoba,Cruz del Eje,San Marcos Sierra,,978,507,471
v4_p16,275,Santa Fe,San Martín,S. Martín de las Escobas,,1521,762,759
v4_p16,481,Santa Fe,San Justo,San Martín Norte,,749,407,342
v4_p16,767,Córdoba,San Alberto,San Miguel,,115,66,49
v4_p16,230,Córdoba,San Alberto,San Pedro,,1737,863,874
v4_p16,750,Córdoba,Ischilín,San Pedro de Toyos,,164,85,79
v4_p16,696,Córdoba,Tulumba,San Pedro Norte,,271,144,127
v4_p16,576,Córdoba,Punilla,San Roque,,518,326,192
v4_p16,735,Córdoba,Unión,San Severo,,202,109,93
v4_p16,736,Córdoba,Totoral,Santa Catalina,,202,115,87
v4_p16,296,Santa Fe,Las Colonias,Sta. Clara de Buena Vista,,1456,735,721
v4_p16,287,Santa Fe,Castellanos,Santa Clara de Saguier,,1489,733,756
v4_p16,714,Córdoba,Tulumba,Santa Cruz,,238,115,123
v4_p16,196,Córdoba,Juárez Celman,Santa Eufemia,,1928,995,933
v4_p16,3,Santa Fe,La Capital,Santa Fe,,208900,99851,109049
v4_p16,101,Santa Fe,General López,Santa Isabel,,4094,2177,1917
v4_p16,184,Córdoba,Punilla,Santa María,,2070,1008,1062
v4_p16,588,Santa Fe,Las Colonias,Santa María Centro,,496,282,214
v4_p16,543,Santa Fe,Las Colonias,Santa María Norte,,607,314,293
v4_p16,699,Santa Fe,Garay,Santa Rosa,,265,136,129
v4_p17,181,Córdoba,Calamuchita,Sta. Rosa de Calamuchita,,2217,1094,1123
v4_p17,132,Córdoba,Río Primero,Sta. Rosa del Río Primero,,3390,1579,1811
v4_p17,57,Santa Fe,Iriondo,Santa Teresa,,6103,3187,2916
v4_p17,160,Santa Fe,Constitución,Santa Teresa,,2831,1506,1325
v4_p17,748,Córdoba,Colón,Santa Teresa,,168,98,70
v4_p17,653,Córdoba,General San Martín,Santa Victoria,,365,188,177
v4_p17,405,Córdoba,Río Segundo,Santiago Temple,,999,498,501
v4_p17,331,Santa Fe,Las Colonias,Santo Domingo,,1278,661,617
v4_p17,16,Santa Fe,La Capital,Santo Tomé,,17400,8924,8476
v4_p17,708,Santa Fe,San Cristóbal,Santurce,,253,125,128
v4_p17,118,Santa Fe,Castellanos,San Vicente,,3701,1950,1751
v4_p17,627,Córdoba,San Alberto,San Vicente,,425,214,211
v4_p17,368,Santa Fe,Las Colonias,Sa Pereyra,,1164,608,556
v4_p17,354,Santa Fe,Constitución,Sargento Cabral,,1198,634,564
v4_p17,303,Santa Fe,Las Colonias,Sarmiento,,1410,730,680
v4_p17,516,Córdoba,Totoral,Sarmiento,,675,341,334
v4_p17,86,Santa Fe,San Martín,Sastre,,4749,2327,2422
v4_p17,297,Córdoba,San Justo,Saturnino M. Laspiur,,1445,731,714
v4_p17,737,Santa Fe,La Capital,Sauce Viejo,,197,114,83
v4_p17,402,Córdoba,Río Seco,Sebastián el Cano,,1010,507,503
v4_p17,577,Córdoba,San Justo,Seeber,,516,271,245
v4_p17,134,Santa Fe,Iriondo,Serodino,,3306,1713,1593
v4_p17,261,Córdoba,Pte. Roque Sáenz Peña,Serrano,,1576,812,764
v4_p17,179,Córdoba,Cruz del Eje,Serrezuela,,2294,1091,1203
v4_p17,532,Córdoba,General San Martín,Silvio Pellico,,632,345,287
v4_p17,623,Córdoba,Totoral,Simbolar,,436,204,232
v4_p17,602,Córdoba,Totoral,Sinsacate,,479,274,205
v4_p17,226,Santa Fe,Rosario,Soldini,,1763,953,810
v4_p17,281,Santa Fe,San Cristóbal,Soledad,,1505,774,731
v4_p17,529,Santa Fe,Las Colonias,Soutomayor,,639,338,301
v4_p17,165,Santa Fe,San Cristóbal,Suardi,,2767,1364,1403
v4_p17,457,Córdoba,Río Cuarto,Suco,,838,460,378
v4_p17,41,Santa Fe,Castellanos,Sunchales,,7890,3946,3934
v4_p17,378,Santa Fe,Castellanos,Susana,,1112,570,542
v4_p17,159,Santa Fe,General Obligado,Tacuarendí,,2838,1515,1323
v4_p17,749,Córdoba,Pocho,Tala Cañada,,168,87,81
v4_p17,709,Córdoba,Calamuchita,Tala Cruz,,252,123,129
v4_p17,715,Córdoba,Minas,Talaini,,236,117,119
v4_p17,556,Córdoba,Río Primero,Tala Norte,,583,308,275
v4_p17,114,Córdoba,Tercero Arriba,Tancacha,,3816,1960,1856
v4_p17,323,Córdoba,Punilla,Tanti,,1307,641,666
v4_p18,578,Santa Fe,General Obligado,Tartagal,,514,276,238
v4_p18,760,Córdoba,Colón,Tejeda,,129,70,59
v4_p18,72,Santa Fe,General López,Teodolina,,5317,2844,2473
v4_p18,501,Santa Fe,Constitución,Theobald,,712,392,320
v4_p18,301,Córdoba,General San Martín,Ticino,,1415,766,649
v4_p18,658,Córdoba,Río Primero,Tinoco,,344,181,163
v4_p18,369,Córdoba,General San Martín,Tío Pujio,,1159,586,573
v4_p18,550,Córdoba,Santa María,Toledo,,595,296,299
v4_p18,247,Santa Fe,Belgrano,Tortugas,,1639,837,802
v4_p18,681,Córdoba,Minas,Toano,,301,159,142
v4_p18,502,Córdoba,Río Cuarto,Tosquita,,711,397,314
v4_p18,47,Santa Fe,9 de Julio,Tostado,,6854,3398,3456
v4_p18,755,Córdoba,Tulumba,Totoralejos,,146,78,68
v4_p18,606,Santa Fe,San Martín,Traill,,470,257,213
v4_p18,200,Córdoba,San Justo,Tránsito,,1914,913,1001
v4_p18,689,Córdoba,San Javier,Travesía,,287,150,137
v4_p18,714,Córdoba,Cruz del Eje,Tres Arboles,,233,129,104
v4_p18,528,Córdoba,Cruz del Eje,Tuclame,,650,346,304
v4_p18,100,Córdoba,Juárez Celman,Ucacha,,4101,2105,1996
v4_p18,94,Córdoba,Colón,Unquillo,,4405,2083,2322
v4_p18,169,Córdoba,Punilla,Valle Hermoso,,2593,1246,1347
v4_p18,8,Santa Fe,General López,Venado Tuerto,,26284,13194,13090
v4_p18,293,Santa Fe,San Justo,Vera y Pintado,,1462,762,700
v4_p18,336,Córdoba,Unión,Viamonte,,1264,632,632
v4_p18,128,Córdoba,Río Cuarto,Vicuña Mackenna,,3443,1747,1696
v4_p18,224,Santa Fe,San Justo,Videla,,1765,921,844
v4_p18,269,Santa Fe,Castellanos,Vila,,1551,798,753
v4_p18,69,Córdoba,Colón,Villa Allende,,5548,2643,2905
v4_p18,284,Santa Fe,Rosario,Villa Amelia,,1491,807,684
v4_p18,117,Santa Fe,General Obligado,Villa Ana,,3718,1753,1965
v4_p18,219,Córdoba,Tercero Arriba,Villa Ascasubi,,1782,914,868
v4_p18,573,Córdoba,Río Seco,Villa Candelaria,,525,264,261
v4_p18,42,Santa Fe,General López,Villa Cañás,,7669,4053,3616
v4_p18,59,Córdoba,Punilla,Villa Carlos Paz,,6102,2985,3117
v4_p18,14,Santa Fe,Constitución,Villa Constitución,,18720,9753,8967
v4_p18,260,Córdoba,San Alberto,Villa Cura Brochero,,1585,747,838
v4_p18,239,Santa Fe,Caseros,Villada,,1672,914,758
v4_p18,442,Córdoba,Calamuchita,Villa del Dique,,890,449,441
v4_p18,530,Córdoba,Punilla,Villa del Lago,,635,279,356
v4_p18,54,Córdoba,Río Segundo,Villa del Rosario,,6493,3117,3376
v4_p18,356,Córdoba,Río Seco,Villa de María,,1218,558,660
v4_p19,103,Córdoba,Cruz del Eje,Villa de Soto,,4066,1971,2095
v4_p19,48,Santa Fe,Rosario,Villa Diego,,6852,3520,3332
v4_p19,18,Córdoba,San Javier,Villa Dolores,,16730,7736,8994
v4_p19,223,Santa Fe,Iriondo,Villa Eloísa,,1768,920,848
v4_p19,579,Córdoba,Río Primero,Villa Fontana,,512,260,252
v4_p19,267,Córdoba,Calamuchita,Villa General Belgrano,,1553,772,781
v4_p19,217,Córdoba,Totoral,Villa General Mitre,,1797,826,971
v4_p19,273,Córdoba,Punilla,Villa Giardino,,1546,731,815
v4_p19,79,Santa Fe,Rosario,Villa Gobernador Gálvez,,5142,2667,2475
v4_p19,116,Santa Fe,General Obligado,Villa Guillermina,,3740,1802,1938
v4_p19,566,Córdoba,Punilla,Villa Independencia,,556,265,291
v4_p19,441,Córdoba,San Javier,Villa Las Rosas,,896,439,457
v4_p19,5,Córdoba,General San Martín,Villa María,,41472,19774,21698
v4_p19,270,Santa Fe,San Lorenzo,Villa Mugueta,,1551,791,760
v4_p19,51,Córdoba,General San Martín,Villa Nueva,,6611,3292,3319
v4_p19,33,Santa Fe,General Obligado,Villa Ocampo,,9909,4980,4929
v4_p19,451,Córdoba,Ischilín,Villa Quilino,,857,417,440
v4_p19,233,Córdoba,Juárez Celman,Villa Reducción,,1731,893,838
v4_p19,763,Córdoba,Calamuchita,Villa Río Grande,,123,66,57
v4_p19,633,Córdoba,Tulumba,V. Rosario del Saladillo,,416,186,230
v4_p19,383,Córdoba,Pte. Roque Sáenz Peña,Villa Rossi,,1082,600,482
v4_p19,604,Córdoba,Calamuchita,Villa Rumipal,,476,247,229
v4_p19,549,Santa Fe,Castellanos,Villa San José,,596,306,290
v4_p19,539,Santa Fe,San Cristóbal,Villa Saralegui,,622,369,253
v4_p19,769,Córdoba,General Roca,Villa Sarmiento,,114,60,54
v4_p19,308,Santa Fe,San Cristóbal,Villa Trinidad,,1387,722,665
v4_p19,376,Córdoba,Tulumba,Villa Tulumba,,1122,535,587
v4_p19,347,Córdoba,General Roca,Villa Valeria,,1228,619,609
v4_p19,645,Córdoba,Calamuchita,Villa Yacanto,,378,187,191
v4_p19,615,Santa Fe,Castellanos,Virginia,,457,243,214
v4_p19,742,Córdoba,Pte. Roque Sáenz Peña,Vivero,,184,107,77
v4_p19,424,Córdoba,Río Cuarto,Washington,,955,543,412
v4_p19,135,Santa Fe,General López,Wheelwright,,3281,1699,1582
v4_p19,592,Córdoba,San Javier,Yacanto,,492,224,268
v4_p19,454,Córdoba,Santa María,Yoscina,,745,437,308
v4_p19,150,Santa Fe,Rosario,Zavalla,,3040,1602,1438
v4_p19,243,Santa Fe,Castellanos,Zenón Pereyra,,1661,835,826
v5_p01,156,Corrientes,Monte Caseros,Acuña,,805,419,386
v5_p01,220,Misiones,25 de Mayo,Alba Posse,,481,227,254
v5_p01,246,Entre Ríos,La Paz,Alcaraz,,376,188,188
v5_p01,189,Entre Ríos,Gualeguay,Aldea Asunción,,616,298,318
v5_p01,239,Entre Ríos,Diamante,Aldea Brasilera,,391,189,202
v5_p01,226,Entre Ríos,Paraná,Aldea María Luisa,,451,211,240
v5_p01,219,Entre Ríos,Diamante,Aldea Protestante,,482,240,242
v5_p01,214,Entre Ríos,Gualeguaychú,Aldea San Antonio,,502,273,229
v5_p01,255,Entre Ríos,Paraná,Aldea Santa María,,340,167,173
v5_p01,101,Misiones,Leandro N. Alem,Almafuerte,,1351,708,643
v5_p01,192,Entre Ríos,Tala,Altamirano Sud,,607,324,283
v5_p01,30,Corrientes,General Alvear,Alvear,,4252,1983,2269
v5_p01,240,Entre Ríos,Victoria,Antelo,,389,191,198
v5_p01,290,Corrientes,Ituzaingó,Apipé,,209,108,101
v5_p01,27,Misiones,Apóstoles,Apóstoles,,6507,3120,3387
v5_p01,136,Entre Ríos,Victoria,Aranguren,,932,490,442
v5_p01,138,Misiones,Cainguás,Aristóbulo del Valle,,925,470,455
v5_p01,277,Entre Ríos,Colón,Arroyo Barú,,259,144,115
v5_p01,242,Entre Ríos,Tala,Arroyo Clé,,385,199,186
v5_p01,260,Entre Ríos,Colón,Arroyo Grande,,328,173,155
v5_p01,153,Misiones,Apóstoles,Azara,,838,464,374
v5_p01,245,Corrientes,Curuzú Cuatiá,Baibiene,,380,217,163
v5_p01,26,Entre Ríos,Uruguay,Basavilbaso,,6614,3216,3398
v5_p01,21,Corrientes,Bella Vista,Bella Vista,,8334,3923,4411
v5_p01,222,Entre Ríos,Colón,Berduc,,473,284,189
v5_p01,92,Misiones,General Belgrano,Bernardo de Irigoyen,,1400,722,678
v5_p01,161,Corrientes,Berón de Astrada,Berón de Astrada,,765,341,424
v5_p01,286,Entre Ríos,Nogoyá,Betbeder,,227,119,108
v5_p01,204,Corrientes,Paso de los Libres,Bonpland,,532,241,291
v5_p01,120,Misiones,Candelaria,Bonpland,,1132,545,587
v5_p01,70,Entre Ríos,La Paz,Bovril,,1955,958,997
v5_p01,193,Misiones,Leandro N. Alem,Caa-Yarí,,588,316,272
v5_p01,164,Entre Ríos,Concordia,Calabacillas,,737,386,351
v5_p01,97,Misiones,Cainguás,Campo Grande,,1362,717,645
v5_p01,95,Misiones,Oberá,Campo Ramón,,1372,677,695
v5_p01,105,Misiones,Oberá,Campo Viera,,1293,670,623
v5_p01,56,Misiones,Candelaria,Candelaria,,2429,1189,1240
v5_p01,248,Corrientes,Sauce,Cañaditas,,368,169,199
v5_p01,169,Misiones,Lib. Gral. San Martín,Capiovy,,701,346,355
v5_p01,177,Misiones,Montecarlo,Caraguatay,,664,349,315
v5_p01,249,Misiones,Iguazú,Cataratas del Iguazú,,357,191,166
v5_p02,303,Corrientes,Santo Tomé,Caza Pava,,119,62,57
v5_p02,175,Corrientes,Curuzú Cuatiá,Cazadores Correntinos,,672,333,339
v5_p02,203,Corrientes,General Paz,Cerrito,,541,265,276
v5_p02,77,Misiones,Leandro N. Alem,Cerro Azul,,1712,873,839
v5_p02,262,Misiones,Candelaria,Cerro Corá,,324,163,161
v5_p02,261,Entre Ríos,Concordia,Clodomiro Ledesma,,328,162,166
v5_p02,25,Entre Ríos,Colón,Colón,,6813,3318,3495
v5_p02,210,Corrientes,San Martín,Colonia Carlos Pellegrini,,515,244,271
v5_p02,233,Corrientes,Goya,Colonia Carolina,,416,210,206
v5_p02,145,Entre Ríos,Uruguay,Colonia Caseros,,885,462,423
v5_p02,94,Misiones,Eldorado,Colonia Delicia,,1389,720,669
v5_p02,141,Entre Ríos,Uruguay,Colonia Elía,,917,453,464
v5_p02,234,Entre Ríos,Colón,Colonia Hocker,,410,222,156
v5_p02,282,Entre Ríos,Colón,Colonia Hughes,,244,123,121
v5_p02,165,Corrientes,Monte Caseros,Colonia Libertad,,732,445,287
v5_p02,71,Corrientes,San Roque,Colonia Pando,,1876,979,897
v5_p02,185,Corrientes,Goya,Colonia Porvenir,,638,311,327
v5_p02,300,Entre Ríos,Colón,Colonia San Ernesto,,142,72,70
v5_p02,73,Misiones,Eldorado,Colonia Victoria,,1810,911,899
v5_p02,52,Corrientes,Concepción,Concepción,,2593,1226,1367
v5_p02,57,Misiones,Concepción,Concepción de la Sierra,,2313,1096,1217
v5_p02,5,Entre Ríos,Uruguay,Concepción del Uruguay,,36486,18046,18440
v5_p02,4,Entre Ríos,Concordia,Concordia,,56654,26720,29934
v5_p02,284,Entre Ríos,La Paz,Conscripto Bernardi,,234,119,115
v5_p02,91,Misiones,San Ignacio,Corpus,,1414,724,690
v5_p02,2,Corrientes,Capital,Corrientes,,97507,46001,51506
v5_p02,28,Entre Ríos,Paraná,Crespo,,5706,2761,2945
v5_p02,285,Corrientes,Santo Tomé,Cuay Grande,,232,128,104
v5_p02,266,Entre Ríos,Gualeguaychú,Cuchilla Redonda,,312,155,157
v5_p02,6,Corrientes,Curuzú Cuatiá,Curuzú-Cuatiá,,16567,8026,8541
v5_p02,20,Entre Ríos,Federación,Chajarí,,9075,4368,4707
v5_p02,126,Corrientes,San Roque,Chavarría,,993,439,554
v5_p02,143,Corrientes,Paso de los Libres,Desvío Parada Pucheta,,912,471,441
v5_p02,17,Entre Ríos,Diamante,Diamante,,10948,5403,5545
v5_p02,148,Entre Ríos,Nogoyá,Don Cristóbal,,852,442,410
v5_p02,76,Misiones,Leandro N. Alem,Dos Arroyos,,1739,892,847
v5_p02,114,Misiones,Lib. Gral. San Martín,Dos de Mayo,,1165,585,580
v5_p02,32,Entre Ríos,Tala,Durazno,,419,219,200
v5_p02,207,Entre Ríos,Tala,Echagüe,,523,271,252
v5_p02,47,Misiones,Eldorado,Eldorado,,2778,1434,1344
v5_p03,267,Entre Ríos,Paraná,El Pingo,,311,169,142
v5_p03,273,Entre Ríos,Concordia,El Redomón,,272,147,125
v5_p03,109,Misiones,Guaraní,El Soberbio,,1201,622,579
v5_p03,295,Corrientes,Curuzú Cuatiá,Emilio R. Coni,,184,104,80
v5_p03,35,Corrientes,Empedrado,Empedrado,,3735,1692,2043
v5_p03,131,Entre Ríos,Gualeguaychú,Enrique Carbó,,956,471,485
v5_p03,258,Corrientes,San Cosme,Ensenada Grande,,333,173,160
v5_p03,297,Entre Ríos,Gualeguaychú,Escriña,,183,95,88
v5_p03,23,Corrientes,Esquina,Esquina,,7619,3441,4178
v5_p03,124,Entre Ríos,Colón,Fábrica Colón,,1067,550,517
v5_p03,201,Misiones,Capital,Fachinal,,546,290,256
v5_p03,191,Entre Ríos,Gualeguaychú,Faustino M. Parera,,612,296,316
v5_p03,230,Entre Ríos,Nogoyá,Febre,,429,205,224
v5_p03,31,Entre Ríos,Federación,Federación,,4247,2083,2164
v5_p03,110,Misiones,San Javier,Florentino Ameghino,,1200,637,563
v5_p03,88,Misiones,Capital,Garupá,,1493,765,728
v5_p03,270,Corrientes,Santo Tomé,Garruchos,,289,131,158
v5_p03,257,Entre Ríos,Gualeguaychú,General Almada,,338,156,182
v5_p03,119,Misiones,Oberá,General Alvear,,1144,617,527
v5_p03,93,Entre Ríos,Concordia,General Campos,,1400,701,699
v5_p03,55,Entre Ríos,Gualeguay,General Galarza,,2435,1195,1240
v5_p03,79,Corrientes,General Paz,General Paz,,1689,749,940
v5_p03,217,Entre Ríos,Diamante,General Racedo,,490,239,251
v5_p03,116,Misiones,San Ignacio,General Urquiza,,1154,651,503
v5_p03,176,Entre Ríos,Gualeguaychú,Gilbert,,668,336,332
v5_p03,122,Misiones,Leandro N. Alem,Gobernador Gral. López,,1080,562,518
v5_p03,67,Corrientes,Santo Tomé,Gobernador Ingeniero Valentín Virasoro,,1993,998,995
v5_p03,89,Corrientes,Lavalle,Gobernador J.E. Martínez,,1434,683,751
v5_p03,133,Entre Ríos,Tala,Gobernador Mansilla,,947,443,504
v5_p03,117,Entre Ríos,Paraná,Gobernador Racedo,,1147,549,598
v5_p03,274,Entre Ríos,Gualeguay,González Calderón,,268,164,104
v5_p03,6,Corrientes,Goya,Goya,,30011,14543,15468
v5_p03,9,Entre Ríos,Gualeguay,Gualeguay,,16542,7436,9106
v5_p03,7,Entre Ríos,Gualeguaychú,Gualeguaychú,,29863,13956,15907
v5_p03,87,Misiones,Oberá,Guaraní,,1533,818,715
v5_p03,263,Entre Ríos,Tala,Guardamonte,,323,152,171
v5_p03,74,Entre Ríos,Paraná,Hasenkamp,,1789,877,912
v5_p03,206,Corrientes,San Luis del Palmar,Herlitzka,,527,251,276
v5_p03,272,Entre Ríos,Nogoyá,Hernándes,,283,134,149
v5_p03,162,Entre Ríos,Uruguay,Herrera,,762,384,378
v5_p04,41,Entre Ríos,Gualeguaychú,Ibicuy,,3356,1791,1565
v5_p04,188,Corrientes,Goya,Ifrán,,622,310,312
v5_p04,53,Misiones,Iguazú,Iguazú,,2547,1311,1236
v5_p04,199,Corrientes,San Cosme,Ingenio 1er. Correntino,,567,286,281
v5_p04,179,Misiones,San Javier,Invernada de Itacuararé,,661,321,340
v5_p04,160,Entre Ríos,Gualeguaychú,Irasusta,,773,391,382
v5_p04,181,Corrientes,Goya,Isabel Victoria,,654,340,314
v5_p04,231,Misiones,San Javier,Itacuararé,,422,236,186
v5_p04,100,Corrientes,General Paz,Itá-Ibaté,,1356,665,691
v5_p04,82,Corrientes,Itatí,Itatí,,1612,740,872
v5_p04,54,Corrientes,Ituzaingó,Ituzaingó,,2459,1199,1260
v5_p04,84,Misiones,San Ignacio,Jardín América,,1589,810,779
v5_p04,65,Entre Ríos,Federación,Juan B. Arruabarrena,,1997,947,1050
v5_p04,283,Entre Ríos,Colón,Juan Jorge,,236,132,104
v5_p04,187,Corrientes,Monte Caseros,Juan Pujol,,625,492,133
v5_p04,211,Entre Ríos,Villaguay,Jubileo,,509,260,249
v5_p04,213,Corrientes,Monte Caseros,Labougle,,503,238,265
v5_p04,209,Entre Ríos,Villaguay,La Capilla,,521,278,243
v5_p04,241,Entre Ríos,Colón,La Clarita,,389,206,183
v5_p04,183,Entre Ríos,Concordia,La Criolla,,645,336,309
v5_p04,37,Corrientes,San Martín,La Cruz,,3522,1654,1868
v5_p04,252,Entre Ríos,Feliciano,La Esmeralda,,348,179,169
v5_p04,190,Corrientes,Capital,Lagunas Bravas,,615,309,306
v5_p04,16,Entre Ríos,La Paz,La Paz,,11028,5088,5940
v5_p04,298,Entre Ríos,Paraná,La Picada,,182,88,94
v5_p04,243,Entre Ríos,Gualeguaychú,Las Mercedes,,385,180,205
v5_p04,85,Corrientes,Lavalle,Lavalle,,1571,793,778
v5_p04,224,Entre Ríos,Gualeguay,Laso,,455,244,211
v5_p04,32,Misiones,Leandro N. Alem,Leandro N. Alem,,4207,2070,2137
v5_p04,205,Entre Ríos,La Paz,Leguizamón,,531,298,233
v5_p04,278,Entre Ríos,Uruguay,Líbaros,,255,136,119
v5_p04,66,Misiones,Iguazú,Libertad,,1996,951,1045
v5_p04,98,Corrientes,Esquina,Libertador,,1360,678,682
v5_p04,155,Entre Ríos,Diamante,Lib. Gral. San Martín,,809,490,319
v5_p04,58,Misiones,Lib. Gral. San Martín,Lib. Gral. San Martín,,2267,1148,1119
v5_p04,296,Corrientes,San Luis del Palmar,Lomas de Galarza,,184,92,92
v5_p04,159,Corrientes,General Paz,Lomas de Vallejos,,790,394,396
v5_p04,140,Corrientes,San Miguel,Loreto,,918,459,459
v5_p04,113,Misiones,Candelaria,Loreto,,1186,634,552
v5_p04,125,Entre Ríos,Federación,Los Conquistadores,,1044,506,538
v5_p04,135,Entre Ríos,Concordia,Los Charrúas,,933,480,453
v5_p05,106,Misiones,Oberá,Los Helechos,,1284,679,605
v5_p05,118,Entre Ríos,Nogoyá,Lucas González,,1145,524,621
v5_p05,50,Entre Ríos,Tala,Maciá,,2674,1280,1394
v5_p05,304,Misiones,Concepción,Machadiño,,112,54,58
v5_p05,146,Corrientes,Esquina,Malvinas,,872,371,501
v5_p05,195,Corrientes,Mburucuyá,Manantiales,,586,280,306
v5_p05,198,Misiones,General Belgrano,Manuel Belgrano (San Antonio),,570,295,275
v5_p05,152,Corrientes,Empedrado,Manuel Derqui,,842,407,435
v5_p05,78,Corrientes,San Roque,Manuel F. Mantilla,,1697,814,883
v5_p05,45,Entre Ríos,Paraná,María Grande,,2819,1340,1479
v5_p05,166,Misiones,Candelaria,Mártires,,727,394,333
v5_p05,51,Corrientes,Mburucuyá,Mburucuyá,,2654,1206,1448
v5_p05,182,Entre Ríos,Gualeguaychú,Médanos,,647,337,310
v5_p05,12,Corrientes,Mercedes,Mercedes,,13368,5967,7401
v5_p05,80,Misiones,Capital,Miguel Lanús,,1681,877,804
v5_p05,291,Entre Ríos,Federación,Miñones,,204,116,88
v5_p05,130,Corrientes,Monte Caseros,Mocoretá,,960,489,471
v5_p05,107,Misiones,San Javier,Mojón Grande,,1223,627,596
v5_p05,163,Misiones,Guaraní,Monteagudo,,761,397,364
v5_p05,75,Misiones,Montecarlo,Montecarlo,,1764,934,830
v5_p05,13,Corrientes,Monte Caseros,Monte Caseros,,12930,6323,6607
v5_p05,18,Entre Ríos,Nogoyá,Nogoyá,,10911,5084,5827
v5_p05,221,Entre Ríos,Concordia,Nueva Vizcaya,,475,257,218
v5_p05,158,Corrientes,San Roque,Nueve de Julio,,794,368,426
v5_p05,139,Misiones,Eldorado,Nueve de Julio,,920,524,396
v5_p05,15,Misiones,Oberá,Oberá,,12322,6019,6303
v5_p05,276,Entre Ríos,Tala,Olegario V. Andrade,,262,138,124
v5_p05,228,Misiones,Leandro N. Alem,Olegario V. Andrade,,448,233,215
v5_p05,171,Corrientes,Paso de los Libres,Ombucito,,692,328,364
v5_p05,250,Corrientes,Saladas,Pago de los Deseos,,355,169,186
v5_p05,184,Corrientes,General Paz,Palmar Grande,,640,315,325
v5_p05,244,Corrientes,Goya,Paraje San Isidro,,384,197,187
v5_p05,1,Entre Ríos,Paraná,Paraná,,107551,50859,56692
v5_p05,147,Corrientes,San Cosme,Paso de la Patria,,858,437,421
v5_p05,11,Corrientes,Paso de los Libres,Paso de los Libres,,15054,7642,7412
v5_p05,293,Corrientes,General Paz,Paso Florentín,,202,110,92
v5_p05,301,Entre Ríos,Gualeguaychú,Pastor Britos,,135,72,63
v5_p05,279,Entre Ríos,Concordia,Pedernal,,250,137,113
v5_p05,221,Corrientes,Curuzú Cuatiá,Perugorría,,1110,495,615
v5_p05,275,Entre Ríos,La Paz,Piloto Avila,,266,132,134
v5_p06,197,Corrientes,Ituzaingó,Playadito,,571,298,273
v5_p06,3,Misiones,Capital,Posadas,,70691,33937,36754
v5_p06,281,Entre Ríos,Uruguay,Primero de Mayo,,246,121,125
v5_p06,288,Misiones,Candelaria,Profundidad,,218,119,99
v5_p06,174,Entre Ríos,Uruguay,Pronunciamiento,,676,339,337
v5_p06,218,Entre Ríos,Paraná,Pueblo Bellock,,484,240,244
v5_p06,149,Entre Ríos,Paraná,Pueblo Brugo,,845,429,416
v5_p06,260,Entre Ríos,Colón,Pueblo Cazés,,249,131,118
v5_p06,302,Entre Ríos,Paraná,Pueblo Moreno,,129,64,65
v5_p06,202,Entre Ríos,Paraná,Pueblo San Martín (Pto. Curtiembre),,544,282,262
v5_p06,96,Misiones,Iguazú,Puerto Esperanza,,1363,750,613
v5_p06,115,Misiones,San Ignacio,Puerto Gisela,,1161,601,560
v5_p06,229,Misiones,Lib. Gral. San Martín,Puerto Leoni,,962,533,429
v5_p06,254,Misiones,25 de Mayo,Puerto Londero,,343,177,166
v5_p06,167,Misiones,San Ignacio,Puerto Naranjito,,726,408,318
v5_p06,112,Misiones,Oberá,Puerto Panambí,,1190,623,567
v5_p06,69,Misiones,Montecarlo,Puerto Piray,,1957,1034,923
v5_p06,237,Misiones,San Javier,Puerto Rosario,,402,211,191
v5_p06,200,Misiones,Eldorado,Puerto Victoria,,549,308,241
v5_p06,238,Entre Ríos,Concordia,Puerto Yeruá,,399,219,180
