page,n_orden,localidad,provincia,depto_1960,poblacion,estado_flag,tier,propuesta,tipo_resolucion,georef_id,id_no_censal,nombre_oficial,lat,lon,fuente,fuente_url,confianza,nota
v4_p08,130,Irivilli,Córdoba,Marcos Juárez,3408,flag_variante,A (aparcado),Inriville,confirmar_candidato_georef,14063140,,Inriville,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v4_p17,132,Sta. Rosa del Río Primero,Córdoba,Río Primero,3390,flag_variante_bahra,E-bahra-fuzzy,Santa Rosa de Río Primero,confirmar_o_rechazar_candidato,,true,,,,georef/localidades,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Santa Rosa de Río Primero/Río Primero [14105260]
v6_p07,28,Villa San Martín,Santiago del Estero,Loreto,3354,flag_variante,A (aparcado),Villa San Martí­n (Est. Loreto),confirmar_candidato_georef,86105010,,Villa San Martí­n (Est. Loreto),,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v5_p08,42,Villa General Ramírez,Entre Ríos,Diamante,3203,flag_sin_match,C-generador,General Ramírez,confirmar_candidato_georef,30021120,,General Ramírez,-32.1772053319515,-60.2017343560406,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: 'General Ramírez' [prefijo: se quita 'Villa']
v7_p06,47,León Rouges,Tucumán,Monteros,3196,flag_sin_match,C5-rename,León Rougés,rename,,,,-27.2158,-65.5333,gazetteer,https://www.mindat.org/feature-3846949.html,verde (guard: coord en depto esperado),"[guard=verde; punto en Monteros] Localidad de León Rougés, depto Monteros, Tucuman. Coincide depto."
v9_1_2_p02,28,Deseado,Santa Cruz,Deseado,3120,flag_variante,A (aparcado),Puerto Deseado,confirmar_candidato_georef,78014080,,Puerto Deseado,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p11,147,Jáuregui,Buenos Aires,Luján,3113,flag_sin_match,C5-rename,José María Jáuregui (Villa Flandria),rename,,,,-34.6000,-59.1670,wikipedia,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_J%C3%A1uregui,verde (guard: coord en depto esperado),"[guard=verde; punto en Luján] Localidad de Luján, llamada Villa Flandria 1978-1990s; hoy José María Jáuregui."
v8_p03,40,Media Agua,San Juan,Sarmiento,3098,flag_variante,A (aparcado),Villa Media Agua,confirmar_candidato_georef,70105100,,Villa Media Agua,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v4_p06,146,Empalme V. Constitución,Santa Fe,Constitución,3095,flag_sin_match,C5-manual_coord,Empalme Villa Constitución,manual_coord,,,,-33.2611,-60.3806,Wikipedia,https://es.wikipedia.org/wiki/Empalme_Villa_Constituci%C3%B3n-Barrio_Mitre,verde (guard: coord en depto esperado),"[guard=verde; punto en Constitución] Comuna Empalme Villa Constitución, depto Constitución, a 5 km de Villa Constitución."
v9_1_2_p03,29,Ingeniero Huergo,Río Negro,General Roca,3083,flag_variante,A (aparcado),Ingeniero Luis A. Huergo,confirmar_candidato_georef,62042460,,Ingeniero Luis A. Huergo,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p15,154,Matheu,Buenos Aires,Escobar,2993,flag_bahra,A (aparcado),Matheu,confirmar_candidato_georef,0625201006,true,Matheu,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v4_p01,155,Alejandro,Córdoba,Juárez Celman,2921,flag_variante,A (aparcado),Alejandro Roca,confirmar_candidato_georef,14056010,,Alejandro Roca,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v8_p05,41,Ullún,San Juan,Ullún,2896,flag_variante_bahra,C1-cabecera,Villa Ibáñez,cabecera_del_depto,70112010,,Villa Ibáñez,-31.4659385111811,-68.7353338028121,web+georef,https://es.wikipedia.org/wiki/Departamento_Ullum,alta,el censo 1960 listo la cabecera con el nombre del depto. cabecera: NO existe pueblo 'Ullum'
v8_p04,42,Santa Rosa,San Luis,Junín,2880,flag_variante,A (aparcado),Santa Rosa del Conlara,confirmar_candidato_georef,74049070,,Santa Rosa del Conlara,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p11,158,Juan B. Alberdi,Buenos Aires,Leandro N. Alem,2873,flag_sin_match,C5-manual_coord,Juan Bautista Alberdi,manual_coord,,,,-34.4333,-61.8,Wikipedia,https://es.wikipedia.org/wiki/Juan_Bautista_Alberdi_(Buenos_Aires),verde (guard: coord en depto esperado),"[guard=verde; punto en Leandro N. Alem] Localidad del partido Leandro N. Alem, BA (km 340 RN7)"
v4_p02,161,Brinkman,Córdoba,San Justo,2826,flag_variante,A (aparcado),Brinkmann,confirmar_candidato_georef,14140050,,Brinkmann,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v5_p08,46,Villa Hernandarias,Entre Ríos,Paraná,2788,flag_sin_match,C-generador,Hernandarias,confirmar_candidato_georef,30084110,,Hernandarias,-31.2300150387102,-59.9882854435468,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: 'Hernandarias' [prefijo: se quita 'Villa']
v9_1_2_p03,32,Kilómetro 8 (Petroquímica),Chubut,Escalante,2783,flag_sin_match,C5-barrio_de,Kilómetro 8 / Don Bosco (barrio de Comodoro Rivadavia),barrio_de,,,,-45.8000,-67.5333,Wikipedia,https://es.wikipedia.org/wiki/Don_Bosco_(Chubut),verde (guard: coord en depto esperado),"[guard=verde; punto en Escalante] Barrio industrial (Petroquímica) a 8 km del centro de Comodoro Rivadavia, depto Escalante"
v3_p21,169,Tortuguitas,Buenos Aires,Pilar,2628,flag_bahra,D,,desambiguar,,,,,,georef,,baja,>1 candidato: Tortuguitas/Pilar [0663804012]; Tortuguitas/Malvinas Argentinas [0651501007]
v4_p01,168,Alto Verde,Santa Fe,La Capital,2627,flag_sin_match,C5-barrio_de,Barrio Alto Verde (Santa Fe capital),barrio_de,,,,-31.6613,-60.6986,Wikimapia/dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=Alto-Verde&id=24458,verde (guard: coord en depto esperado),"[guard=verde; punto en La Capital] Barrio de la ciudad de Santa Fe sobre Isla Sirgadero, depto La Capital"
v5_p02,52,Concepción,Corrientes,Concepción,2593,flag_bahra,A (aparcado),Concepción,confirmar_candidato_georef,18028010,true,Concepción,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v5_p04,53,Iguazú,Misiones,Iguazú,2547,flag_variante,A (aparcado),Puerto Iguazú,confirmar_candidato_georef,54063030,,Puerto Iguazú,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v8_p05,43,Villa La Paz,Mendoza,La Paz,2502,flag_sin_match,C-generador,La Paz,confirmar_candidato_georef,50042020,,La Paz,-33.4610193184125,-67.5595785270435,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: 'La Paz' [prefijo: se quita 'Villa']
v3_p04,173,Carlos Pellegrini,Buenos Aires,Pellegrini,2470,flag_sin_match,C5-rename,Pellegrini (cabecera del partido de Pellegrini),rename,,,,-36.2682,-63.1646,Wikipedia / OSM Nominatim,https://es.wikipedia.org/wiki/Pellegrini_(Buenos_Aires),verde (guard: coord en depto esperado),[guard=verde; punto en Pellegrini] La localidad censal 'Carlos Pellegrini' es la ciudad cabecera Pellegrini; coordenada OSM confirmada dentro del partido d
v8_p01,44,Alto de Sierra,San Juan,Santa Lucía,2468,flag_depto,B,,transferencia_vs_homonimo,,,,,,georef+centroides,https://apis.datos.gob.ar/georef/api/departamentos,media,dist_km=14 -> transferencia de limite plausible (adyacente). candidatos: Alto de Sierra/9 de Julio [70063010]
v4_p08,175,Holmberg,Córdoba,Río Cuarto,2439,flag_variante,A (aparcado),Santa Catalina Holmberg,confirmar_candidato_georef,14098260,,Santa Catalina Holmberg,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v7_p08,58,Pedro G. Méndes,Tucumán,Cruz Alta,2425,flag_sin_match,C5-rename,La Florida (Estación Pedro G. Méndez),rename,,,,-26.8208,-65.0953,Wikipedia (La Florida Tucumán),https://es.wikipedia.org/wiki/La_Florida_(Tucum%C3%A1n),verde (guard: coord en depto esperado),"[guard=verde; punto en Cruz Alta] Estación Pedro G. Méndez del Ingenio La Florida, localidad La Florida, depto Cruz Alta."
v5_p04,58,Lib. Gral. San Martín,Misiones,Lib. Gral. San Martín,2267,flag_sin_match,C1-cabecera,Puerto Rico,cabecera_del_depto,54077060,,Puerto Rico,-26.8148524027618,-55.0240728847562,web+georef,https://es.wikipedia.org/wiki/Departamento_Libertador_General_San_Mart%C3%ADn_(Misiones),alta,el censo 1960 listo la cabecera con el nombre del depto. cabecera
v3_p09,182,General Paz,Buenos Aires,General Paz,2217,flag_sin_match,C1-cabecera,Ranchos,cabecera_del_depto,06343020,,Ranchos,-35.5164055625349,-58.3189734205107,web+georef,https://es.wikipedia.org/wiki/Partido_de_General_Paz,alta,el censo 1960 listo la cabecera con el nombre del depto. cabecera
v4_p17,181,Sta. Rosa de Calamuchita,Córdoba,Calamuchita,2217,flag_variante,A (aparcado),Santa Rosa de Calamuchita,confirmar_candidato_georef,14007210,,Santa Rosa de Calamuchita,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v8_p05,46,Zonda,San Juan,Veinticinco de Mayo,2183,flag_sin_match,C5-sin_coordenada,,sin_coordenada,,,,,,,,,"[C5 web] ADVERTENCIA depto: la unica 'Zonda' de San Juan es Villa Basilio Nievas en el depto Zonda (approx -31.54,-68.74), NO en 25 de Mayo ni depto "
v7_p05,67,La Madrid,Tucumán,Graneros,2116,flag_sin_match,C5-manual_coord,La Madrid (Lamadrid),manual_coord,,,,-27.6833,-65.2000,wikipedia,https://es.wikipedia.org/wiki/La_Madrid_(Tucum%C3%A1n),verde (guard: coord en depto esperado),"[guard=verde; punto en Graneros] Depto Graneros, Tucumán; también escrito Lamadrid. Coord 27°41'S 65°12'W."
v8_p01,47,Algarrobal,Mendoza,Las Heras,2093,flag_variante_bahra,E-bahra-fuzzy,El Algarrobal,confirmar_o_rechazar_candidato,,true,,,,georef/localidades,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: El Algarrobal/Las Heras [5004905003]
v4_p16,184,Santa María,Córdoba,Punilla,2070,flag_variante,A (aparcado),Santa Mari­a de Punilla,confirmar_candidato_georef,14091210,,Santa Mari­a de Punilla,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v3_p09,186,General O'Brien,Buenos Aires,Bragado,2065,flag_bahra,A (aparcado),General O'Brien,confirmar_candidato_georef,06112030,true,General O'Brien,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v8_p02,48,El Resguardo,Mendoza,Las Heras,2012,flag_bahra,A (aparcado),El Resguardo,confirmar_candidato_georef,5004905008,true,El Resguardo,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v8_p01,50,Costa del Araujo,Mendoza,Lavalle,2003,flag_variante,A (aparcado),Costa de Araujo,confirmar_candidato_georef,50056080,,Costa de Araujo,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v8_p04,51,Russell,Mendoza,Maipú,2002,flag_bahra,A (aparcado),Russell,confirmar_candidato_georef,50070080,,Russell,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v8_p01,53,Carrodilla,Mendoza,Luján,2000,flag_bahra,A (aparcado),Carrodilla,confirmar_candidato_georef,5006309001,true,Carrodilla,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v8_p01,54,Coquimbito,Mendoza,Maipú,1998,flag_bahra,A (aparcado),Coquimbito,confirmar_candidato_georef,5007006002,true,Coquimbito,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v5_p04,65,Juan B. Arruabarrena,Entre Ríos,Federación,1997,flag_sin_match,C5-manual_coord,Juan B. Arruabarrena,manual_coord,,,,-30.3394,-58.3019,OSM Nominatim,https://nominatim.openstreetmap.org/,verde (guard: coord en depto esperado),"[guard=verde; punto en Federación] Paraje en depto Federación (San Jaime de la Frontera / Distrito Tatutí), Entre Ríos."
v5_p04,66,Libertad,Misiones,Iguazú,1996,flag_variante,A (aparcado),Puerto Libertad,confirmar_candidato_georef,54063020,,Puerto Libertad,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v5_p03,67,Gobernador Ingeniero Valentín Virasoro,Corrientes,Santo Tomé,1993,flag_variante_bahra,E-bahra-fuzzy,Gobernador Igr. Valentín Virasoro,confirmar_o_rechazar_candidato,,true,,,,georef/localidades,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Gobernador Igr. Valentín Virasoro/Santo Tomé [18168030]
v5_p08,68,Villa Larroque,Entre Ríos,Gualeguaychú,1993,flag_sin_match,C-generador,Larroque,confirmar_candidato_georef,30056090,,Larroque,-33.0354242763647,-59.001853656082,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: 'Larroque' [prefijo: se quita 'Villa']
v8_p02,57,La Bebida,San Juan,Rivadavia,1992,flag_sin_match,C5-manual_coord,La Bebida,manual_coord,,,,-31.5333,-68.6167,dices.net,https://www.dices.net/mapas/argentina/mapa.php?nombre=La-Bebida&id=44348,verde (guard: coord en depto esperado),"[guard=verde; punto en Rivadavia] Localidad del depto Rivadavia, Gran San Juan"
v8_p01,58,Cañada Seca,Mendoza,San Rafael,1986,flag_bahra,A (aparcado),Cañada Seca,confirmar_candidato_georef,50105A04,,Cañada Seca,,,georef/asentamientos,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> fuente correcta (P7)
v8_p05,60,Villa Junín,Mendoza,Junín,1972,flag_sin_match,C-generador,Junín,confirmar_candidato_georef,50035020,,Junín,-33.1450869905894,-68.4921156012444,georef/localidades-censales,https://apis.datos.gob.ar/georef/api,alta (match exacto en depto del conjunto),candidato probado: 'Junín' [prefijo: se quita 'Villa']
v3_p11,193,José A. Guisasola,Buenos Aires,Coronel Dorrego,1967,flag_sin_match,C5-manual_coord,Estación José A. Guisasola,manual_coord,,,,-37.1306,-62.0253,Wikipedia,https://es.wikipedia.org/wiki/Estaci%C3%B3n_Jos%C3%A9_A._Guisasola,REVISAR (rojo),"[guard=rojo; punto en Coronel Suárez] Estación de FC en partido Coronel Dorrego, cercana a El Perdido"
v6_p02,42,Colonia Villafañe,Formosa,Pirané,1966,flag_variante_bahra,E-bahra-fuzzy,Colonia Campo Villafañe,confirmar_o_rechazar_candidato,,true,,,,georef/localidades,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Colonia Campo Villafañe/Pirané [34056010]
v4_p04,191,Concepción del Tío,Córdoba,San Justo,1962,flag_variante_bahra,E-bahra-fuzzy,Villa Concepción del Tío,confirmar_o_rechazar_candidato,,true,,,,georef/localidades,https://apis.datos.gob.ar/georef/api,BAJA (fuzzy en capa BAHRA: puede no ser el mismo lugar),antes era sin_match. candidatos: Villa Concepción del Tío/San Justo [14140420]
v4_p07,192,Froilán Palacios,Santa Fe,Iriondo,1948,flag_sin_match,C5-manual_coord,Froilán Palacios,manual_coord,,,,-32.6667,-61.1000,SIPAR Archivo Historico / Mapcarta,https://mapcarta.com/20056348,verde (guard: coord en depto esperado),[guard=verde; punto en Iriondo] Localidad del depto Iriondo (Municipio Salto Grande); traza aprobada 1891 en km 373 del FC Cordoba-Rosario
v6_p05,43,Misión San Fco. de Laishí,Formosa,Laishí,1944,flag_sin_match,C5-manual_coord,San Francisco de Laishí,manual_coord,,,,-26.2465,-58.6312,Wikipedia (San Francisco de Laishí),https://es.wikipedia.org/wiki/San_Francisco_de_Laish%C3%AD,verde (guard: coord en depto esperado),"[guard=verde; punto en Laishi] Mismo lugar; municipio Misión San Francisco de Laishí, cabecera del depto Laishí."
v3_p22,197,Vicente Casares,Buenos Aires,Cañuelas,1935,flag_bahra,A (aparcado),Vicente Casares,confirmar_candidato_georef,06134080,true,Vicente Casares,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
v3_p18,200,Quiroga,Buenos Aires,9 de Julio,1925,flag_variante,A (aparcado),Facundo Quiroga,confirmar_candidato_georef,06588010,,Facundo Quiroga,,,georef/,https://apis.datos.gob.ar/georef/api,media (nombre difiere),variante de nombre en el depto correcto
v4_p11,198,Los Saladillos,Santa Fe,9 de Julio,1920,flag_sin_match,C5-rename,Gregoria Pérez de Denis (Los Saladillos),rename,,,,-28.2333,-61.5333,Wikipedia (Gregoria Pérez de Denis),https://es.wikipedia.org/wiki/Gregoria_P%C3%A9rez_de_Denis_(Santa_Fe),verde (guard: coord en depto esperado),[guard=verde; punto en 9 de Julio] Comuna del depto 9 de Julio también conocida como Los Saladillos.
v4_p06,202,Despeñaderos,Córdoba,Santa María,1904,flag_bahra,A (aparcado),Despeñaderos,confirmar_candidato_georef,14147080,true,Despeñaderos,,,georef/localidades,https://apis.datos.gob.ar/georef/api,alta,BAHRA: el nombre no es localidad censal -> BAHRA es la fuente correcta (P7). id de capa 'localidades' NO es id censal INDEC valido
