origen,page,n_orden,localidad,campo,valor_crudo,evidencia,recorte,estado,resuelto_por
2.2-aproximado,v7_p05,106,Ingenio Lules,localidad,Ingenio Lules,wiki=aproximado: Ingenio Leales https://es.wikipedia.org/wiki/Ingenio_Leales,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p05,14,Ingenio Santa Ana,localidad,Ingenio Santa Ana,wiki=sin_match: Ingenio Santa Bárbara https://es.wikipedia.org/wiki/Ingenio_Santa_B%C3%A1rbara,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,410,Ipisca,localidad,Ipisca,wiki=sin_match: Ipiales https://es.wikipedia.org/wiki/Ipiales,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,306,Jerónimo Matorras,localidad,Jerónimo Matorras,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,45,Joaquín V. González,localidad,Joaquín V. González,wiki=sin_match: Joaquín V. González https://es.wikipedia.org/wiki/Joaqu%C3%ADn_V._Gonz%C3%A1lez,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,228,La Caldera,localidad,La Caldera,wiki=sin_match: La Caldera https://es.wikipedia.org/wiki/La_Caldera,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,259,La Ciénaga,localidad,La Ciénaga,wiki=sin_match: La Ciénaga https://es.wikipedia.org/wiki/La_Ci%C3%A9naga,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,119,La Fronterita,localidad,La Fronterita,wiki=sin_match: La Fronterita https://es.wikipedia.org/wiki/La_Fronterita,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,352,La Jarilla,localidad,La Jarilla,wiki=sin_match: La Jarilla https://es.wikipedia.org/wiki/La_Jarilla,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,67,La Madrid,localidad,La Madrid,wiki=sin_match: La Madrid https://es.wikipedia.org/wiki/La_Madrid,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,396,La Puerta de San José,localidad,La Puerta de San José,wiki=sin_match: La Puerta de San José https://es.wikipedia.org/wiki/La_Puerta_de_San_Jos%C3%A9,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p05,88,La Ramada,localidad,La Ramada,wiki=sin_match: La Ramada https://es.wikipedia.org/wiki/La_Ramada,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,397,Las Cañas,localidad,Las Cañas,wiki=sin_match: Las Cañas https://es.wikipedia.org/wiki/Las_Ca%C3%B1as,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,173,Las Lajitas,localidad,Las Lajitas,wiki=sin_match: Las Lajitas https://es.wikipedia.org/wiki/Las_Lajitas,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,100,Las Pirquitas,localidad,Las Pirquitas,wiki=sin_match: Las Pirquitas https://es.wikipedia.org/wiki/Las_Pirquitas,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,235,La Viña,localidad,La Viña,wiki=sin_match: La Viña https://es.wikipedia.org/wiki/La_Vi%C3%B1a,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,127,Leales,localidad,Leales,wiki=sin_match: Los leales (obra de teatro) https://es.wikipedia.org/wiki/Los_leales_(obra_de_teatro),,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,234,Leocadio Paz,localidad,Leocadio Paz,wiki=sin_match: Leocadio Marín https://es.wikipedia.org/wiki/Leocadio_Mar%C3%ADn,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,261,León,localidad,León,wiki=sin_match: León https://es.wikipedia.org/wiki/Le%C3%B3n,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,47,León Rouges,localidad,León Rouges,wiki=sin_match: León Rouges https://es.wikipedia.org/wiki/Le%C3%B3n_Rouges,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,31,Lib. Gral. San Martín,localidad,Lib. Gral. San Martín,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,353,Los Aguirres,localidad,Los Aguirres,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,190,Los Palacios,localidad,Los Palacios,wiki=sin_match: Los Palacios https://es.wikipedia.org/wiki/Los_Palacios,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,221,Lumbreras,localidad,Lumbreras,wiki=sin_match: César Lumbreras https://es.wikipedia.org/wiki/C%C3%A9sar_Lumbreras,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p06,208,Maconitas,localidad,Maconitas,wiki=sin_match: Menonita https://es.wikipedia.org/wiki/Menonita,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p07,421,Manuel Elordi,localidad,Manuel Elordi,wiki=sin_match: Manuele Mori https://es.wikipedia.org/wiki/Manuele_Mori,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p07,415,Martínez del Tineo,localidad,Martínez del Tineo,wiki=sin_match: Juan Victorino Martínez de Tineo https://es.wikipedia.org/wiki/Juan_Victorino_Mart%C3%ADnez_de_Tineo,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p07,342,Maucasén,localidad,Maucasén,wiki=sin_match: Macarena (Sevilla) https://es.wikipedia.org/wiki/Macarena_(Sevilla),,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p07,132,Medinas,localidad,Medinas,wiki=sin_match: Medinas https://es.wikipedia.org/wiki/Medinas,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p07,12,Metán,localidad,Metán,wiki=sin_match: Metán https://es.wikipedia.org/wiki/Met%C3%A1n,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p07,254,Mina Pirquita,localidad,Mina Pirquita,wiki=aproximado: Mina Pirquitas https://es.wikipedia.org/wiki/Mina_Pirquitas,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v7_p07,345,Mixta,localidad,Mixta,wiki=aproximado: Mixtape https://es.wikipedia.org/wiki/Mixtape,,resuelto,revision_aproximados.csv:defer_paso3_wiki_ruido
2.2-aproximado,v7_p07,312,Mojotoro,localidad,Mojotoro,wiki=aproximado: Montoro https://es.wikipedia.org/wiki/Montoro,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v7_p07,125,Monte Rico,localidad,Monte Rico,wiki=aproximado: Montefrío https://es.wikipedia.org/wiki/Montefr%C3%ADo,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v7_p07,163,Muñquín,localidad,Muñquín,wiki=aproximado: Mutquín https://es.wikipedia.org/wiki/Mutqu%C3%ADn,,resuelto,revision_aproximados.csv:typo_transcripcion
2.2-aproximado,v7_p07,313,Nasareno,localidad,Nasareno,wiki=aproximado: Nazarenos (secta cristiana) https://es.wikipedia.org/wiki/Nazarenos_(secta_cristiana),,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p07,169,Ntra.Sra. de Talavera,localidad,Ntra.Sra. de Talavera,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p07,382,Noquebe,localidad,Noquebe,wiki=aproximado: Noquear https://es.wikipedia.org/wiki/Noquear,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v7_p07,364,Padre Lozana,localidad,Padre Lozana,wiki=aproximado: Padre Lozano https://es.wikipedia.org/wiki/Padre_Lozano,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p07,275,Palomitas,localidad,Palomitas,wiki=sin_match: Palomitas (programa de televisión) https://es.wikipedia.org/wiki/Palomitas_(programa_de_televisi%C3%B3n),,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p07,378,Palta de Aparzo,localidad,Palta de Aparzo,wiki=aproximado: Palca de Aparzo https://es.wikipedia.org/wiki/Palca_de_Aparzo,,resuelto,revision_aproximados.csv:defer_paso3
2.2-sin_match,v7_p08,58,Pedro G. Méndes,localidad,Pedro G. Méndes,wiki=sin_match: Pedro Mendes (futbolista nacido en 1990) https://es.wikipedia.org/wiki/Pedro_Mendes_(futbolista_nacido_en_1990),,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p08,135,Pomán,localidad,Pomán,wiki=sin_match: Pomán https://es.wikipedia.org/wiki/Pom%C3%A1n,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p08,74,Poso del Alto,localidad,Poso del Alto,wiki=aproximado: Pozo del Alto https://es.wikipedia.org/wiki/Pozo_del_Alto,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v7_p08,22,Pueblo Ledesma,localidad,Pueblo Ledesma,wiki=aproximado: Pablo Ledesma https://es.wikipedia.org/wiki/Pablo_Ledesma,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v7_p08,400,Puente de Plata,localidad,Puente de Plata,wiki=aproximado: Puente de Lata https://es.wikipedia.org/wiki/Puente_de_Lata,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v7_p08,380,Puerto La Paz,localidad,Puerto La Paz,wiki=aproximado: Puerto Capaz https://es.wikipedia.org/wiki/Puerto_Capaz,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v7_p08,337,Puesto del Marquéz,localidad,Puesto del Marquéz,wiki=aproximado: Puesto del Marqués https://es.wikipedia.org/wiki/Puesto_del_Marqu%C3%A9s,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v7_p08,383,Puesto Grande,localidad,Puesto Grande,wiki=aproximado: Puente Grande https://es.wikipedia.org/wiki/Puente_Grande,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p08,252,Punta de Los Llanos,localidad,Punta de Los Llanos,wiki=sin_match: Punta de los Llanos https://es.wikipedia.org/wiki/Punta_de_los_Llanos,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p08,75,Ranchillos,localidad,Ranchillos,wiki=sin_match: Rancho Los Putos https://es.wikipedia.org/wiki/Rancho_Los_Putos,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p08,389,Rosario del Dorado,localidad,Rosario del Dorado,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p08,262,Rumi-Punco,localidad,Rumi-Punco,wiki=aproximado: Rumi Punco https://es.wikipedia.org/wiki/Rumi_Punco,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v7_p09,98,San Antonio de la Paz,localidad,San Antonio de la Paz,wiki=sin_match: San Antonio de La Paz https://es.wikipedia.org/wiki/San_Antonio_de_La_Paz,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p09,255,San José de Escalchi,localidad,San José de Escalchi,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p09,140,San José de Fray Mamerto Esquiú,localidad,San José de Fray Mamerto Esquiú,wiki=sin_match: San Jose (Fray Mamerto Esquiú) https://es.wikipedia.org/wiki/San_Jose_(Fray_Mamerto_Esqui%C3%BA),,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p09,99,San Pablo,localidad,San Pablo,wiki=sin_match: San Pablo https://es.wikipedia.org/wiki/San_Pablo,,resuelto,regla:diferido-paso3
2.2-sin_sugerencia,v7_p09,340,San Pedro,localidad,San Pedro,wiki=sin_sugerencia:,,resuelto,regla:diferido-paso3
2.2-sin_sugerencia,v7_p09,340,San Pedro,localidad,San Pedro,wiki=sin_sugerencia:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p09,340,San Pedro,localidad,San Pedro,wiki=sin_match: San Pedro https://es.wikipedia.org/wiki/San_Pedro,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p09,327,San Solano,localidad,San Solano,wiki=aproximado: San Rolando https://es.wikipedia.org/wiki/San_Rolando,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p10,205,Santa Rita de Catuna,localidad,Santa Rita de Catuna,wiki=sin_match: Santa Rita de Catuna https://es.wikipedia.org/wiki/Santa_Rita_de_Catuna,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p10,333,Saucelito,localidad,Saucelito,wiki=aproximado: Saucesito https://es.wikipedia.org/wiki/Saucesito,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v7_p10,277,Senador Péres,localidad,Senador Péres,wiki=aproximado: Senador Perez https://es.wikipedia.org/wiki/Senador_Perez,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p10,325,Sey,localidad,Sey,wiki=sin_match: Sey https://es.wikipedia.org/wiki/Sey,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p10,330,Tala Pampa,localidad,Tala Pampa,wiki=aproximado: Talapampa https://es.wikipedia.org/wiki/Talapampa,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v7_p10,271,Taruca Pampa,localidad,Taruca Pampa,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p10,419,Telaritos,localidad,Telaritos,wiki=aproximado: TeleXitos https://es.wikipedia.org/wiki/TeleXitos,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p11,250,Toloche,localidad,Toloche,wiki=sin_match: Tolochenaz https://es.wikipedia.org/wiki/Tolochenaz,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p11,403,Tuisón,localidad,Tuisón,wiki=aproximado: Tucson https://es.wikipedia.org/wiki/Tucson,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p11,361,Veintitrés de Agosto,localidad,Veintitrés de Agosto,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p11,24,Vespucio,localidad,Vespucio,wiki=sin_match: Vespucio Norte (estación) https://es.wikipedia.org/wiki/Vespucio_Norte_(estaci%C3%B3n),,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p11,113,Villa Bustos,localidad,Villa Bustos,wiki=sin_match: Villa Bustos https://es.wikipedia.org/wiki/Villa_Bustos,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p11,395,Villa Chepes,localidad,Villa Chepes,wiki=sin_match: Villacreces https://es.wikipedia.org/wiki/Villacreces,,resuelto,regla:diferido-paso3
2.2-sin_match,v7_p11,138,Villa Nva. de Monte Rico,localidad,Villa Nva. de Monte Rico,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v7_p11,230,Vipos,localidad,Vipos,wiki=aproximado: Viposia https://es.wikipedia.org/wiki/Viposia,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v7_p11,239,Yuchán,localidad,Yuchán,wiki=sin_match: Yuchán https://es.wikipedia.org/wiki/Yuch%C3%A1n,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p01,47,Algarrobal,localidad,Algarrobal,wiki=sin_match: Algarrobal https://es.wikipedia.org/wiki/Algarrobal,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p01,92,Algarrobo Verde,localidad,Algarrobo Verde,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v8_p01,161,Cienegüita,localidad,Cienegüita,wiki=aproximado: Cienaguita https://es.wikipedia.org/wiki/Cienaguita,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v8_p01,89,Cochagual,localidad,Cochagual,wiki=aproximado: Conchagua https://es.wikipedia.org/wiki/Conchagua,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v8_p01,37,Colonia Alvear Oeste,localidad,Colonia Alvear Oeste,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v8_p01,50,Costa del Araujo,localidad,Costa del Araujo,wiki=aproximado: Costa de Araujo https://es.wikipedia.org/wiki/Costa_de_Araujo,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v8_p02,109,Divisoria,localidad,Divisoria,wiki=sin_match: Divisoria de aguas https://es.wikipedia.org/wiki/Divisoria_de_aguas,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p02,196,El Gigante,localidad,El Gigante,wiki=sin_match: El Gigante https://es.wikipedia.org/wiki/El_Gigante,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p02,48,El Resguardo,localidad,El Resguardo,wiki=sin_match: El resguardo de tabacos https://es.wikipedia.org/wiki/El_resguardo_de_tabacos,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p02,153,El Volcán,localidad,El Volcán,wiki=sin_match: El Volcán https://es.wikipedia.org/wiki/El_Volc%C3%A1n,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p02,143,Hipólito Irigoyen,localidad,Hipólito Irigoyen,wiki=sin_match: Hipólito Irigoyen (dirigente de fútbol) https://es.wikipedia.org/wiki/Hip%C3%B3lito_Irigoyen_(dirigente_de_f%C3%BAtbol),,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p02,137,Ingeniero Balloffet,localidad,Ingeniero Balloffet,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p02,24,Jáchal,localidad,Jáchal,wiki=sin_match: Jáchal https://es.wikipedia.org/wiki/J%C3%A1chal,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p02,189,Jarrilla,localidad,Jarrilla,wiki=sin_match: Jarrell Brantley https://es.wikipedia.org/wiki/Jarrell_Brantley,,resuelto,regla:diferido-paso3
2.2-aproximado,v8_p02,57,La Bebida,localidad,La Bebida,wiki=aproximado: La Cebada (Chile) https://es.wikipedia.org/wiki/La_Cebada_(Chile),,resuelto,revision_aproximados.csv:defer_paso3_wiki_ruido
2.2-aproximado,v8_p02,194,La Botija,localidad,La Botija,wiki=aproximado: La botera https://es.wikipedia.org/wiki/La_botera,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v8_p02,195,La Ciénaga,localidad,La Ciénaga,wiki=sin_match: La Ciénaga https://es.wikipedia.org/wiki/La_Ci%C3%A9naga,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p02,34,La Colonia,localidad,La Colonia,wiki=sin_match: La Colonia https://es.wikipedia.org/wiki/La_Colonia,,resuelto,regla:diferido-paso3
2.2-aproximado,v8_p03,121,Las Cortaderas,localidad,Las Cortaderas,wiki=aproximado: Las Cantaderas https://es.wikipedia.org/wiki/Las_Cantaderas,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v8_p03,71,Las Malvinas,localidad,Las Malvinas,wiki=sin_match: Las Malvinas https://es.wikipedia.org/wiki/Las_Malvinas,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p03,102,Médano de Oro,localidad,Médano de Oro,wiki=sin_match: Médano de Oro https://es.wikipedia.org/wiki/M%C3%A9dano_de_Oro,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p03,126,Nueve de Julio,localidad,Nueve de Julio,wiki=sin_match: Nueve de Julio https://es.wikipedia.org/wiki/Nueve_de_Julio,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p03,82,Pampa del Chañar,localidad,Pampa del Chañar,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p04,184,Pozo del Tala,localidad,Pozo del Tala,wiki=sin_match: Pozo del Alto https://es.wikipedia.org/wiki/Pozo_del_Alto,,resuelto,regla:diferido-paso3
2.2-aproximado,v8_p04,180,Retamito,localidad,Retamito,wiki=aproximado: Retamo (Chile) https://es.wikipedia.org/wiki/Retamo_(Chile),,resuelto,revision_aproximados.csv:defer_paso3_wiki_ruido
2.2-sin_match,v8_p04,152,Rincón del Este,localidad,Rincón del Este,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p04,97,Rodolfo Iselin (La Llave),localidad,Rodolfo Iselin (La Llave),wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p04,147,San Pablo,localidad,San Pablo,wiki=sin_match: San Pablo https://es.wikipedia.org/wiki/San_Pablo,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p04,199,Talacasto,localidad,Talacasto,wiki=sin_match: Talia Castellano https://es.wikipedia.org/wiki/Talia_Castellano,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p05,41,Ullún,localidad,Ullún,wiki=sin_match: Ullensaker https://es.wikipedia.org/wiki/Ullensaker,,resuelto,regla:diferido-paso3
2.2-sin_match,v8_p05,60,Villa Junín,localidad,Villa Junín,wiki=sin_match: Villa de Junín https://es.wikipedia.org/wiki/Villa_de_Jun%C3%ADn,,resuelto,regla:diferido-paso3
2.2-aproximado,v8_p05,43,Villa La Paz,localidad,Villa La Paz,wiki=aproximado: Villalapaz https://es.wikipedia.org/wiki/Villalapaz,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v8_p05,27,Villa Malargüe,localidad,Villa Malargüe,wiki=sin_match: Villa Talar (Buenos Aires) https://es.wikipedia.org/wiki/Villa_Talar_(Buenos_Aires),,resuelto,regla:diferido-paso3
2.2-aproximado,v8_p05,162,Villa Praga,localidad,Villa Praga,wiki=aproximado: Villa Prat https://es.wikipedia.org/wiki/Villa_Prat,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v8_p05,35,Villa Tupungato,localidad,Villa Tupungato,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_sugerencia,v8_p05,86,Villa 25 de Mayo,localidad,Villa 25 de Mayo,wiki=sin_sugerencia:,,resuelto,regla:diferido-paso3
2.2-aproximado,v9_1_2_p01,51,Alejandro Stefanelli,localidad,Alejandro Stefanelli,wiki=aproximado: Alejandro Stefenelli https://es.wikipedia.org/wiki/Alejandro_Stefenelli,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v9_1_2_p01,62,Alto Río Senguerr,localidad,Alto Río Senguerr,wiki=aproximado: Alto Río Senguer https://es.wikipedia.org/wiki/Alto_R%C3%ADo_Senguer,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v9_1_2_p01,143,Auca Mahuída,localidad,Auca Mahuída,wiki=sin_match: Auca Mahuida https://es.wikipedia.org/wiki/Auca_Mahuida,,resuelto,regla:diferido-paso3
2.2-sin_match,v9_1_2_p01,5,Bariloche,localidad,Bariloche,wiki=sin_match: Bariloche https://es.wikipedia.org/wiki/Bariloche,,resuelto,regla:diferido-paso3
2.2-sin_match,v9_1_2_p01,157,Barrio Laprida y Manantial Rosales,localidad,Barrio Laprida y Manantial Rosales,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v9_1_2_p01,116,Centro Río Mayo,localidad,Centro Río Mayo,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v9_1_2_p01,89,Cervantes,localidad,Cervantes,wiki=sin_match: Cervantes https://es.wikipedia.org/wiki/Cervantes,,resuelto,regla:diferido-paso3
2.2-aproximado,v9_1_2_p01,125,Colan-Conhué,localidad,Colan-Conhué,wiki=aproximado: Colan Conhué https://es.wikipedia.org/wiki/Colan_Conhu%C3%A9,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v9_1_2_p01,88,Colonia Catriel,localidad,Colonia Catriel,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v9_1_2_p01,38,Colonia Las Heras,localidad,Colonia Las Heras,wiki=sin_match: Colonia Las Heras https://es.wikipedia.org/wiki/Colonia_Las_Heras,,resuelto,regla:diferido-paso3
2.2-aproximado,v9_1_2_p01,106,Cona Niyeo,localidad,Cona Niyeo,wiki=aproximado: Cona Niyeu https://es.wikipedia.org/wiki/Cona_Niyeu,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-sin_match,v9_1_2_p01,91,El Corcovado,localidad,El Corcovado,wiki=sin_match: El Corcovado https://es.wikipedia.org/wiki/El_Corcovado,,resuelto,regla:diferido-paso3
2.2-sin_match,v9_1_2_p02,120,Coronel Eugenio del Busto,localidad,Coronel Eugenio del Busto,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v9_1_2_p02,58,Coronel Gómez,localidad,Coronel Gómez,wiki=aproximado: Coronel Homer https://es.wikipedia.org/wiki/Coronel_Homer,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v9_1_2_p02,10,Cutral-Có,localidad,Cutral-Có,wiki=aproximado: Cutral Co https://es.wikipedia.org/wiki/Cutral_Co,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-aproximado,v9_1_2_p02,129,Challacó,localidad,Challacó,wiki=aproximado: Challa https://es.wikipedia.org/wiki/Challa,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v9_1_2_p02,30,Choele-Choel,localidad,Choele-Choel,wiki=aproximado: Choele Choel https://es.wikipedia.org/wiki/Choele_Choel,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v9_1_2_p02,49,Cholita,localidad,Cholita,wiki=sin_match: Cholita https://es.wikipedia.org/wiki/Cholita,,resuelto,regla:diferido-paso3
2.2-aproximado,v9_1_2_p02,31,Chos-Malal,localidad,Chos-Malal,wiki=aproximado: Chos Malal https://es.wikipedia.org/wiki/Chos_Malal,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v9_1_2_p02,83,Darwin,localidad,Darwin,wiki=sin_match: Darwin (Australia) https://es.wikipedia.org/wiki/Darwin_(Australia),,resuelto,regla:diferido-paso3
2.2-sin_match,v9_1_2_p02,46,General E. Godoy,localidad,General E. Godoy,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v9_1_2_p03,32,Kilómetro 8 (Petroquímica),localidad,Kilómetro 8 (Petroquímica),wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-aproximado,v9_1_2_p03,117,Llao-Llao,localidad,Llao-Llao,wiki=aproximado: Llao Llao https://es.wikipedia.org/wiki/Llao_Llao,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-aproximado,v9_1_2_p03,87,Ministro Ramos Mejía,localidad,Ministro Ramos Mejía,wiki=aproximado: Ministro Ramos Mexía https://es.wikipedia.org/wiki/Ministro_Ramos_Mex%C3%ADa,,resuelto,revision_aproximados.csv:verbatim_paso3
2.2-aproximado,v9_1_2_p03,104,Picún-Leufú,localidad,Picún-Leufú,wiki=aproximado: Picún Leufú https://es.wikipedia.org/wiki/Pic%C3%BAn_Leuf%C3%BA,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-aproximado,v9_1_2_p03,151,Pichi-Mahuída,localidad,Pichi-Mahuída,wiki=aproximado: Pichi Mahuida https://es.wikipedia.org/wiki/Pichi_Mahuida,,resuelto,revision_aproximados.csv:defer_paso3_puntuacion
2.2-sin_match,v9_1_2_p04,154,Planta Compresora Conesa,localidad,Planta Compresora Conesa,wiki=sin_match:,,resuelto,regla:diferido-paso3
2.2-sin_match,v9_1_2_p04,54,Playa Bonita,localidad,Playa Bonita,wiki=sin_match: Playa Bonita https://es.wikipedia.org/wiki/Playa_Bonita,,resuelto,regla:diferido-paso3
2.2-sin_match,v9_1_2_p04,134,Puerto Coyle,localidad,Puerto Coyle,wiki=sin_match: Puerto Cortés https://es.wikipedia.org/wiki/Puerto_Cort%C3%A9s,,resuelto,regla:diferido-paso3
2.2-sin_match,v9_1_2_p04,132,San Pedro,localidad,San Pedro,wiki=sin_match: San Pedro https://es.wikipedia.org/wiki/San_Pedro,,resuelto,regla:diferido-paso3
2.2-aproximado,v9_1_2_p05,26,Yacimiento Río Turbio,localidad,Yacimiento Río Turbio,wiki=aproximado: Yacimientos Rio Turbio https://es.wikipedia.org/wiki/Yacimientos_Rio_Turbio,,resuelto,revision_aproximados.csv:verbatim_paso3
